offer_id,skill_name,skill_level,skill_level_name
0,English,Nan,B2
0,GenAI,4,Advanced
0,Azure,4,Advanced
0,Python,4,Advanced
0,MLOps,4,Advanced
0,Databricks,4,Advanced
1,Polish,Nan,C1
1,English,Nan,C1
1,Machine Learning,4,Advanced
1,Deep Learning,4,Advanced
1,LLM,3,Regular
1,Python,3,Regular
2,AI,5,Master
2,Machine Learning,4,Advanced
2,NLP,4,Advanced
2,LLM,3,Regular
2,Azure,3,Regular
2,OpenAI,3,Regular
3,Machine Learning,4,Advanced
3,LLM,4,Advanced
3,Cloud,4,Advanced
3,AI,4,Advanced
3,Python,4,Advanced
3,Data Science,4,Advanced
3,Computer Vision,3,Regular
4,Polish,Nan,C2
4,TypeScript,3,Regular
4,Next.js,3,Regular
4,React,3,Regular
4,AI,2,Junior
5,NLP,4,Advanced
5,LLMs,4,Advanced
5,Python,4,Advanced
5,AI,3,Regular
6,AI,4,Advanced
6,.NET C#,4,Advanced
6,Python,4,Advanced
6,CI/CD,4,Advanced
6,Cloud,3,Regular
6,DevOps,1,Nice To Have
7,Python,5,Master
7,Flask,5,Master
7,fastapi,5,Master
7,Django,5,Master
7,Azure,5,Master
7,SQL,5,Master
8,Polish,Nan,C1
8,English,Nan,B2
8,AI,3,Regular
8,Low-code,3,Regular
8,no-code,3,Regular
8,Cursor,2,Junior
9,Polish,Nan,C2
9,English,Nan,B2
9,Python,4,Advanced
9,JavaScript/TypeScript,4,Advanced
9,Git,4,Advanced
9,LLM,4,Advanced
9,rag,4,Advanced
9,Agentic Workflows,4,Advanced
9,Prompt Engineering,4,Advanced
9,AI/ML,4,Advanced
9,CI/CD,3,Regular
9,Docker,3,Regular
10,English,Nan,C1
10,Machine Learning,5,Master
10,NLP,5,Master
10,AI,5,Master
10,Python,5,Master
10,AWS,4,Advanced
11,English,Nan,C1
11,MLOps,4,Advanced
11,Python,4,Advanced
11,Azure,4,Advanced
11,Azure DevOps,4,Advanced
11,Data Engineering,3,Regular
11,Machine Learning,3,Regular
11,fastapi,1,Nice To Have
11,MLflow,1,Nice To Have
11,Databricks,1,Nice To Have
11,PySpark,1,Nice To Have
12,English,Nan,B2
12,Polish,Nan,B2
12,C#,4,Advanced
