offer_id,skill_name,skill_level,skill_level_name
0,Polish,Nan,C1
0,English,Nan,B2
0,Python,4,Advanced
0,NumPy,4,Advanced
0,PyTorch,4,Advanced
0,Deep Learning,4,Advanced
0,AI,4,Advanced
0,Machine Learning,4,Advanced
0,SQL,4,Advanced
1,Machine Learning,4,Advanced
1,AI,4,Advanced
2,GenAI,4,Advanced
2,AI,4,Advanced
2,Python,4,Advanced
2,AWS,3,Regular
2,PyTorch,3,Regular
3,Architecture,3,Regular
3,AI,3,Regular
3,Software Architecture,3,Regular
3,Azure,2,Junior
3,Enterprise Architect,2,Junior
4,Polish,Nan,C2
4,English,Nan,C1
4,LLM,5,Master
4,AI,5,Master
4,GenAI,4,Advanced
4,CI/CD,4,Advanced
4,rag,4,Advanced
4,API,3,Regular
5,Machine Learning,3,Regular
5,Python,3,Regular
5,TensorFlow,3,Regular
5,PyTorch,3,Regular
5,scikit-learn,3,Regular
5,Apache Spark,3,Regular
5,Hadoop,3,Regular
5,Amazon SageMaker,3,Regular
5,Google Cloud AI Platform,3,Regular
6,AI,3,Regular
6,Docker,3,Regular
6,OpenAI API,3,Regular
6,MySQL,3,Regular
6,Elasticsearch,3,Regular
6,RESTful API,3,Regular
6,Python,3,Regular
7,Python,4,Advanced
7,Docker,3,Regular
7,Azure,3,Regular
7,GenerativeAI,3,Regular
8,Polish,Nan,C2
8,English,Nan,C1
8,Django,4,Advanced
8,NumPy,4,Advanced
8,Flask,4,Advanced
8,Pandas,4,Advanced
8,FAST API,4,Advanced
8,Azure / AWS / GCP,3,Regular
8,SCA,1,Nice To Have
8,ERP,1,Nice To Have
9,Polish,Nan,C1
9,English,Nan,B2
9,Machine Learning,3,Regular
9,AI,3,Regular
10,English,Nan,B2
10,AI,3,Regular
10,Python,3,Regular
10,Azure,1,Nice To Have
11,English,Nan,B2
11,Danish,Nan,B1
11,Machine Learning,3,Regular
11,AI,3,Regular
12,Machine Learning,4,Advanced
12,Power BI,4,Advanced
12,AI,4,Advanced
12,RPA,4,Advanced
12,Microsoft Power Automate,4,Advanced
13,C++,3,Regular
13,Python,3,Regular
13,Machine Learning,3,Regular
13,LLM,3,Regular
13,AI,1,Nice To Have
14,Python,3,Regular
14,Pandas,3,Regular
14,NumPy,3,Regular
14,SQL,3,Regular
14,NLP,1,Nice To Have
14,Java,1,Nice To Have
14,C#,1,Nice To Have
15,English,Nan,C1
15,Python,4,Advanced
15,Machine Learning,3,Regular
15,Azure,3,Regular
15,Databricks,3,Regular
15,SQL,3,Regular
15,MLOps,1,Nice To Have
16,Langchain,3,Regular
16,Langgraph,3,Regular
16,LangFuse,3,Regular
16,REST API,3,Regular
16,Prompt Engineering,3,Regular
16,Docker,2,Junior
16,Kubernetes,2,Junior
17,Machine Learning,4,Advanced
17,LLM,4,Advanced
17,Cloud,4,Advanced
17,AI,4,Advanced
17,Python,4,Advanced
17,Data Science,4,Advanced
17,Computer Vision,3,Regular
18,Security,3,Regular
18,penetration testing,3,Regular
18,threat modeling,3,Regular
18,SaaS,1,Nice To Have
18,ChatGPT,1,Nice To Have
19,AI,4,Advanced
19,Machine Learning,4,Advanced
19,Vertex AI,3,Regular
19,Gemini,3,Regular
20,Python,4,Advanced
20,JavaScript,4,Advanced
20,C,4,Advanced
20,C++,4,Advanced
20,Java,4,Advanced
21,Python,5,Master
21,SQL,5,Master
21,GenAI,3,Regular
21,Large Language Model,3,Regular
21,Langchain,3,Regular
21,rag,3,Regular
21,Prompt Engineering,3,Regular
21,AWS,3,Regular
21,Azure,3,Regular
21,CI/CD,3,Regular
22,Polish,Nan,C2
22,English,Nan,C1
22,Python,3,Regular
22,Machine Learning,3,Regular
22,LLM,3,Regular
22,PyTorch,3,Regular
22,NumPy,3,Regular
23,English,Nan,B2
23,Bazy Danych,4,Advanced
23,TypeScript,4,Advanced
23,Node.js,4,Advanced
23,AI,4,Advanced
23,Java,4,Advanced
23,JavaScript,4,Advanced
23,Python,4,Advanced
23,rag,1,Nice To Have
24,NLP,3,Regular
24,AI,3,Regular
24,Langchain,3,Regular
24,pydanticAI,3,Regular
25,Computer science,4,Advanced
25,Machine Learning,4,Advanced
25,Python,4,Advanced
26,Machine Learning,4,Advanced
26,Python,3,Regular
26,Big Data,1,Nice To Have
27,English,Nan,C1
27,PySpark,4,Advanced
27,AI/ML,4,Advanced
27,Python,4,Advanced
27,GenAI,3,Regular
27,RAG Patterns,3,Regular
27,Azure,3,Regular
27,Databricks,3,Regular
27,AI,3,Regular
27,Machine Learning,3,Regular
28,AI,3,Regular
28,Machine Learning,3,Regular
28,Microsoft AI Builder,3,Regular
28,Copilot,3,Regular
28,Microsoft Dynamics 365,3,Regular
28,.Net,3,Regular
28,JavaScript,3,Regular
28,SQL,3,Regular
28,Azure,3,Regular
28,PowerApps,3,Regular
29,English,Nan,B2
29,AWS,4,Advanced
29,DBT,4,Advanced
29,ETL tools,4,Advanced
29,Data Warehousing,4,Advanced
29,AI,4,Advanced
29,Python,4,Advanced
30,English,Nan,B2
30,Python,5,Master
30,AI/ML,4,Advanced
30,Open AI,4,Advanced
30,English,4,Advanced
30,Langchain,3,Regular
30,Langflow,1,Nice To Have
31,English,Nan,B2
31,GenAI,3,Regular
31,AzureML,3,Regular
31,AzureAI,3,Regular
31,Python,3,Regular
31,Databricks,3,Regular
32,Airflow,4,Advanced
32,Python,4,Advanced
32,CI/CD,3,Regular
32,Spark,3,Regular
32,Azure,3,Regular
32,Azure ML,2,Junior
