offer_id,skill_name,skill_level,skill_level_name
0,English,Nan,B2
0,Python,5,Master
0,AI/ML,4,Advanced
0,Open AI,4,Advanced
0,English,4,Advanced
0,Langchain,3,Regular
0,Langflow,1,Nice To Have
1,Business Analysis,5,Master
1,GenAI,4,Advanced
1,Machine Learning,4,Advanced
1,NLP,4,Advanced
1,LLM,4,Advanced
1,PyTorch,4,Advanced
1,AI,4,Advanced
1,AI/ML,4,Advanced
1,TensorFlow,4,Advanced
1,Python,4,Advanced
2,Machine Learning,4,Advanced
2,LLM,4,Advanced
2,Cloud,4,Advanced
2,AI,4,Advanced
2,Python,4,Advanced
2,Data Science,4,Advanced
2,Computer Vision,3,Regular
3,MLOps,5,Master
3,Azure,4,Advanced
3,Databricks,4,Advanced
3,SQL,4,Advanced
3,Python,4,Advanced
4,English,Nan,C1
4,Python,4,Advanced
4,Machine Learning,3,Regular
4,Azure,3,Regular
4,Databricks,3,Regular
4,SQL,3,Regular
4,MLOps,1,Nice To Have
5,Polish,Nan,C2
5,English,Nan,C1
5,Python,5,Master
5,PostgreSQL,4,Advanced
5,Django,4,Advanced
5,pytest,3,Regular
5,Django Rest Framework,3,Regular
5,Amazon AWS,2,Junior
6,Polish,Nan,C2
6,English,Nan,C1
6,Apache Hadoop,4,Advanced
6,Python,4,Advanced
6,Big Data,4,Advanced
6,Apache Spark,4,Advanced
6,Git,3,Regular
6,SQL,3,Regular
6,Hive,1,Nice To Have
6,Bitbucket,1,Nice To Have
7,English,Nan,B2
7,Large Language Model,2,Junior
7,Machine Learning,2,Junior
8,Machine Learning,4,Advanced
8,AI,4,Advanced
8,Cloud,3,Regular
8,Power BI,3,Regular
8,Azure,3,Regular
9,PyTorch,4,Advanced
9,AI,4,Advanced
9,TensorFlow,4,Advanced
9,OpenCV,4,Advanced
10,Python,5,Master
10,PostgreSQL,4,Advanced
10,Django,3,Regular
10,pytest,3,Regular
10,Django Rest Framework,3,Regular
10,Amazon AWS,2,Junior
11,NLP,4,Advanced
11,Python,4,Advanced
11,Git,3,Regular
11,SQL,3,Regular
12,English,Nan,B2
12,SQL,4,Advanced
12,Python,4,Advanced
12,NLP,3,Regular
12,Computer Vision,3,Regular
12,PyTorch,3,Regular
12,TensorFlow,3,Regular
12,Keras,3,Regular
12,Deep Learning,3,Regular
12,MLOps,3,Regular
13,Security,3,Regular
13,penetration testing,3,Regular
13,threat modeling,3,Regular
13,SaaS,1,Nice To Have
13,ChatGPT,1,Nice To Have
14,Architecture,3,Regular
14,AI,3,Regular
14,Software Architecture,3,Regular
14,Azure,2,Junior
14,Enterprise Architect,2,Junior
15,Machine Learning,5,Master
15,NLP,5,Master
15,PyTorch,3,Regular
15,TensorFlow,3,Regular
16,English,Nan,C1
16,CI/CD,4,Advanced
16,Vertex AI,4,Advanced
16,Docker,4,Advanced
16,GCP,4,Advanced
16,Python,4,Advanced
16,BigQuery,4,Advanced
16,Kubernetes,3,Regular
17,AI/ML,4,Advanced
17,LLM,4,Advanced
17,Cloud,4,Advanced
17,Python,3,Regular
17,CI/CD,3,Regular
18,AI/ML,4,Advanced
18,AI,3,Regular
18,Docker,3,Regular
18,Software Development,1,Nice To Have
19,AI,4,Advanced
19,Analityczne Myślenie,4,Advanced
19,Python,4,Advanced
19,Git,4,Advanced
20,Machine Learning,3,Regular
20,Python,3,Regular
20,TensorFlow,3,Regular
20,PyTorch,3,Regular
20,scikit-learn,3,Regular
20,Apache Spark,3,Regular
20,Hadoop,3,Regular
20,Amazon SageMaker,3,Regular
20,Google Cloud AI Platform,3,Regular
21,Airflow,4,Advanced
21,Python,4,Advanced
21,CI/CD,3,Regular
21,Spark,3,Regular
21,Azure,3,Regular
21,Azure ML,2,Junior
21,Docker,2,Junior
21,ML,2,Junior
21,Terraform,2,Junior
21,Kubernetes,2,Junior
22,English,Nan,B2
22,GenAI,4,Advanced
22,Azure,4,Advanced
22,Python,4,Advanced
22,MLOps,4,Advanced
22,Databricks,4,Advanced
23,English,Nan,B2
23,GenAI,4,Advanced
23,OpenAI,4,Advanced
23,Langchain,4,Advanced
23,API Testing,4,Advanced
23,Python,3,Regular
24,GenAI,4,Advanced
24,Machine Learning,4,Advanced
24,LLM,4,Advanced
24,Data modeling,4,Advanced
24,Python,4,Advanced
24,Data Science,4,Advanced
24,AWS,3,Regular
24,PySpark,3,Regular
24,Spark,3,Regular
24,Azure,3,Regular
25,Azure,4,Advanced
25,Python,4,Advanced
25,GenAI,3,Regular
25,NLP,3,Regular
25,Azure AI foundry,3,Regular
26,Docker,4,Advanced
26,Azure,4,Advanced
26,Python,4,Advanced
26,GenerativeAI,4,Advanced
27,English,Nan,B2
27,SQL,2,Junior
27,Power BI,2,Junior
27,Data,2,Junior
27,PostgreSQL,1,Nice To Have
27,Google Cloud,1,Nice To Have
27,BigQuery,1,Nice To Have
27,AI,1,Nice To Have
28,Polish,Nan,C1
28,English,Nan,C1
28,Computer Vision,4,Advanced
28,AI,4,Advanced
28,English,4,Advanced
28,Python,4,Advanced
28,Data Science,4,Advanced
29,C++,3,Regular
29,LLM,3,Regular
29,Gradle,3,Regular
29,Release Engineering,3,Regular
29,Machine Learning,3,Regular
30,English,Nan,B2
30,Bazy Danych,4,Advanced
30,TypeScript,4,Advanced
30,Node.js,4,Advanced
30,AI,4,Advanced
30,Java,4,Advanced
30,JavaScript,4,Advanced
30,Python,4,Advanced
30,rag,1,Nice To Have
31,AI,4,Advanced
31,PostgreSQL,3,Regular
31,RabbitMQ,3,Regular
31,TensorFlow,3,Regular
31,REST API,3,Regular
31,MySQL,3,Regular
31,MongoDB,3,Regular
31,DevOps,1,Nice To Have
31,PHP,1,Nice To Have
31,JavaScript,1,Nice To Have
32,English,Nan,C1
32,Polish,Nan,C2
32,LLM,4,Advanced
32,CI/CD,4,Advanced
32,AI,4,Advanced
32,Python,4,Advanced
32,AWS,3,Regular
33,English,Nan,B2
33,Machine Learning,5,Master
33,NLP,5,Master
33,AI,5,Master
33,Python,5,Master
33,AWS,4,Advanced
34,Machine Learning,4,Advanced
34,Power BI,4,Advanced
34,AI,4,Advanced
34,RPA,4,Advanced
34,Microsoft Power Automate,4,Advanced
35,Python,5,Master
35,Django,2,Junior
35,Django Rest Framework,2,Junior
35,AWS,1,Nice To Have
35,Docker,1,Nice To Have
35,MS SQL,1,Nice To Have
35,Kubernetes,1,Nice To Have
35,NoSQL,1,Nice To Have
36,English,Nan,A1
36,CUDA,5,Master
36,C,5,Master
36,mining,3,Regular
36,inference llm optimising,3,Regular
37,Python,3,Regular
37,fastapi,3,Regular
37,rag,3,Regular
37,Prompt Engineering,3,Regular
37,OpenAI,3,Regular
37,Hugging Face,3,Regular
37,Vector Database,3,Regular
38,GenAI,3,Regular
38,Cloud,3,Regular
38,Java,3,Regular
38,Python,3,Regular
38,MLOps,3,Regular
39,Polish,Nan,C1
39,English,Nan,C1
39,Machine Learning,4,Advanced
39,AWS,4,Advanced
39,Data Warehousing,4,Advanced
39,AI,4,Advanced
39,Azure,4,Advanced
39,Databricks,4,Advanced
39,SQL,4,Advanced
39,Python,4,Advanced
39,Scala,4,Advanced
39,Data Science,4,Advanced
40,Go-to-market,5,Master
40,English,5,Master
40,SEO,4,Advanced
40,CMS,4,Advanced
41,OpenAI,4,Advanced
41,Python,4,Advanced
41,Azure,4,Advanced
41,GCP,4,Advanced
41,Google Vertex AI,4,Advanced
41,Anthropic Claude,4,Advanced
41,rag,4,Advanced
42,Polish,Nan,C1
42,English,Nan,B2
