offer_id,skill_name,skill_level,skill_level_name
0,AI,4,Advanced
0,Python,4,Advanced
0,Docker,3,Regular
0,Kubernetes,3,Regular
1,English,Nan,B2
1,Compliance,4,Advanced
1,AI,4,Advanced
1,privacy,4,Advanced
2,French,Nan,B2
2,German,Nan,B2
2,Dutch,Nan,B2
2,Italian,Nan,B2
2,Spanish,Nan,B2
2,English,4,Advanced
2,Python,3,Regular
2,Java,3,Regular
3,LLM,3,Regular
3,Promt Engineering,3,Regular
3,Python,3,Regular
3,REST API,3,Regular
3,Azure,3,Regular
4,Python,4,Advanced
4,Docker,3,Regular
4,Azure,3,Regular
4,GenerativeAI,3,Regular
5,English,Nan,B2
5,AI,3,Regular
5,Python,3,Regular
5,Azure,1,Nice To Have
6,English,Nan,B2
6,Large Language Model,2,Junior
6,Machine Learning,2,Junior
7,English,Nan,B2
7,NLP,4,Advanced
7,AI,4,Advanced
7,Machine Learning,4,Advanced
7,AWS,3,Regular
7,Python,3,Regular
8,Polish,Nan,C2
8,English,Nan,C1
8,Data Science,5,Master
8,SAS,4,Advanced
8,Apache Hadoop,4,Advanced
8,Apache Spark,4,Advanced
8,Python,4,Advanced
8,Team Management,4,Advanced
9,English,Nan,B2
9,AI,3,Regular
10,Git,3,Regular
10,Bash,3,Regular
10,PyTorch,3,Regular
10,AI,3,Regular
10,Docker,3,Regular
10,Python,3,Regular
11,Data Structures,3,Regular
11,Software Development,3,Regular
12,Polish,Nan,C1
12,AI,4,Advanced
12,Python,4,Advanced
12,TensorFlow,4,Advanced
12,Linux,3,Regular
12,Keras,3,Regular
12,OpenCV,3,Regular
12,PyTorch,3,Regular
13,Polish,Nan,C1
13,English,Nan,B2
13,LLM,4,Advanced
13,AI,4,Advanced
13,Python,4,Advanced
13,Azure,4,Advanced
13,Docker,4,Advanced
13,Kubernetes,4,Advanced
13,API,3,Regular
13,Microservices,3,Regular
13,Agile,3,Regular
13,Scrum,3,Regular
14,English,Nan,C1
14,PySpark,4,Advanced
14,AI/ML,4,Advanced
14,Python,4,Advanced
14,GenAI,3,Regular
14,RAG Patterns,3,Regular
14,Azure,3,Regular
14,Databricks,3,Regular
14,AI,3,Regular
14,Machine Learning,3,Regular
15,Python,4,Advanced
15,Apache Spark,4,Advanced
15,SQL,4,Advanced
15,Data Science,4,Advanced
15,Ray,1,Nice To Have
15,Deep Learning,1,Nice To Have
16,Python,4,Advanced
16,SQL,4,Advanced
16,NoSQL,4,Advanced
16,Azure,4,Advanced
16,Apache Spark,4,Advanced
16,Docker,4,Advanced
16,Kubernetes,4,Advanced
16,GenAI,4,Advanced
16,MySQL,4,Advanced
17,Software Development,4,Advanced
17,AI,4,Advanced
18,AI,3,Regular
18,Machine Learning,3,Regular
18,Microsoft AI Builder,3,Regular
18,Copilot,3,Regular
18,Microsoft Dynamics 365,3,Regular
18,.Net,3,Regular
18,JavaScript,3,Regular
18,SQL,3,Regular
18,Azure,3,Regular
18,PowerApps,3,Regular
19,English,Nan,C1
19,Machine Learning,5,Master
19,NLP,5,Master
19,AI,5,Master
19,Python,5,Master
19,AWS,4,Advanced
20,AI,4,Advanced
21,Python,4,Advanced
21,JavaScript,4,Advanced
21,C,4,Advanced
21,C++,4,Advanced
21,Java,4,Advanced
22,Machine Learning,4,Advanced
22,LLM,4,Advanced
22,AI,4,Advanced
22,PostgreSQL,3,Regular
22,MongoDB,3,Regular
22,Big Data,3,Regular
23,AI,4,Advanced
23,.NET C#,4,Advanced
23,Python,4,Advanced
23,CI/CD,4,Advanced
23,Cloud,3,Regular
23,DevOps,1,Nice To Have
24,Polish,Nan,C2
24,English,Nan,B2
24,Copilot,3,Regular
24,Microsoft 365,3,Regular
24,Power Platform,3,Regular
24,Azure,3,Regular
24,integration,3,Regular
24,AI,1,Nice To Have
24,Python,1,Nice To Have
24,JavaScript,1,Nice To Have
25,English,Nan,C1
25,Polish,Nan,C2
25,LLM,4,Advanced
25,CI/CD,4,Advanced
25,AI,4,Advanced
25,Python,4,Advanced
25,AWS,3,Regular
26,C/C++,2,Junior
26,Graphics APIs: OpenGL / OpenGL ES / EGL / Vulkan,2,Junior
26,Python,2,Junior
26,Platforms: Android /Linux /Windows / Embedded MCU,2,Junior
27,Big Data,4,Advanced
27,ETL,4,Advanced
27,Data modeling,4,Advanced
27,Machine Learning,3,Regular
27,AI,3,Regular
27,Python,3,Regular
27,C#,3,Regular
27,Cloud,2,Junior
28,Python,3,Regular
28,C#,3,Regular
28,.Net,3,Regular
28,AI/ML,3,Regular
28,TensorFlow,3,Regular
28,PyTorch,3,Regular
28,R,3,Regular
29,AI/ML,4,Advanced
29,AI,3,Regular
29,Docker,3,Regular
29,Software Development,1,Nice To Have
30,Polish,Nan,C2
30,English,Nan,C1
30,GenAI,4,Advanced
30,AWS,4,Advanced
30,LLM,4,Advanced
30,Azure OpenAI,4,Advanced
30,Data Science,4,Advanced
30,AI,3,Regular
31,English,Nan,B2
31,SQL,4,Advanced
31,Python,4,Advanced
31,NLP,3,Regular
31,Computer Vision,3,Regular
31,PyTorch,3,Regular
31,TensorFlow,3,Regular
31,Keras,3,Regular
31,Deep Learning,3,Regular
31,MLOps,3,Regular
32,PyTorch,4,Advanced
32,AI,4,Advanced
32,TensorFlow,4,Advanced
32,Python,4,Advanced
32,Machine,4,Advanced
32,Web3,3,Regular
32,MLOps,3,Regular
33,AI/ML,4,Advanced
33,Docker,3,Regular
33,AI,3,Regular
33,Software Development,1,Nice To Have
34,Python,4,Advanced
34,Computer Vision,3,Regular
34,GenAI,3,Regular
34,Azure,2,Junior
34,GCP,2,Junior
35,Business Analysis,5,Master
35,GenAI,4,Advanced
35,Machine Learning,4,Advanced
35,NLP,4,Advanced
35,LLM,4,Advanced
35,PyTorch,4,Advanced
35,AI,4,Advanced
35,AI/ML,4,Advanced
35,TensorFlow,4,Advanced
35,Python,4,Advanced
36,English,Nan,C1
36,Polish,Nan,C2
36,AI,5,Master
37,Polish,Nan,C1
37,English,Nan,C1
37,Python,4,Advanced
37,React.JS,4,Advanced
37,GenAI models,4,Advanced
37,LLMs,4,Advanced
37,API,3,Regular
37,Docker,3,Regular
37,Kubernetes,3,Regular
37,CI/CD,3,Regular
37,Cloud Platforms,2,Junior
38,Python,4,Advanced
38,LLM,3,Regular
38,NLP,3,Regular
38,Azure,2,Junior
38,GCP,2,Junior
38,Databricks,1,Nice To Have
39,Python,3,Regular
39,GenAI,2,Junior
39,Spark/PySpark,2,Junior
39,LLM/ML/AI,2,Junior
39,Azure,2,Junior
39,Databricks,2,Junior
40,Machine Learning,5,Master
40,Data Structures,4,Advanced
40,Algorithms,4,Advanced
41,Polish,Nan,C1
41,English,Nan,C1
41,SQL,4,Advanced
41,Python,4,Advanced
41,PyTorch,3,Regular
41,TensorFlow,3,Regular
42,English,Nan,B2
42,Java,4,Advanced
42,NLP,4,Advanced
42,Python,4,Advanced
43,English,Nan,B2
43,GenAI,5,Master
43,AI,5,Master
43,AppDev,5,Master
43,Python,5,Master
43,ML OPS,4,Advanced
43,OpenAI API,4,Advanced
43,Langchain,4,Advanced
44,English,Nan,C1
44,Python,5,Master
44,fastapi,5,Master
44,Flask,4,Advanced
44,CrewAI,3,Regular
44,AI/ML,3,Regular
45,Machine Learning,4,Advanced
45,Python,4,Advanced
45,SQL,4,Advanced
45,Docker,4,Advanced
46,English,Nan,A1
46,CUDA,5,Master
46,C,5,Master
46,mining,3,Regular
46,inference llm optimising,3,Regular
47,Azure,4,Advanced
47,Python,4,Advanced
47,GenAI,3,Regular
47,NLP,3,Regular
47,Azure AI foundry,3,Regular
48,Polish,Nan,B2
48,English,Nan,C1
48,Product Management,4,Advanced
49,LLM,3,Regular
49,AI,3,Regular
49,RPA/IPaaS,1,Nice To Have
49,JavaScript/Python,1,Nice To Have
50,Python,5,Master
50,AWS,4,Advanced
50,AI,4,Advanced
50,Data Science,4,Advanced
50,NLP,3,Regular
50,LLM,3,Regular
50,Docker,3,Regular
51,English,Nan,C1
51,Generative AI,4,Advanced
51,Python,4,Advanced
51,AI,4,Advanced
51,NLP,4,Advanced
51,Machine Learning,3,Regular
51,Data Science,3,Regular
51,PyTorch,3,Regular
51,TensorFlow,3,Regular
51,Azure,1,Nice To Have
51,AWS,1,Nice To Have
52,SQL,4,Advanced
52,Python,4,Advanced
52,Cloud,3,Regular
52,AI,3,Regular
52,Spark,3,Regular
52,DevOps,1,Nice To Have
52,Big Data,1,Nice To Have
53,TypeScript,3,Regular
53,Node.js,3,Regular
53,AI,3,Regular
53,TensorFlow,3,Regular
53,JavaScript,3,Regular
53,Python,3,Regular
53,Nest.js,1,Nice To Have
53,PyTorch,1,Nice To Have
53,NumPy,1,Nice To Have
53,Pandas,1,Nice To Have
54,Machine Learning,4,Advanced
54,Microsoft Azure,4,Advanced
54,CI/CD,3,Regular
54,Docker,3,Regular
54,TensorFlow,3,Regular
54,Python,3,Regular
54,Kubernete,3,Regular
54,PyTorch,2,Junior
55,English,Nan,B2
55,Python,4,Advanced
55,GenAI,3,Regular
55,Machine Learning,3,Regular
55,Spark,3,Regular
55,Azure,3,Regular
55,Databricks,3,Regular
56,AI,4,Advanced
56,Python,4,Advanced
56,LLM,3,Regular
56,CI/CD,3,Regular
57,Python,3,Regular
57,fastapi,3,Regular
57,rag,3,Regular
57,Prompt Engineering,3,Regular
57,OpenAI,3,Regular
57,Hugging Face,3,Regular
57,Vector Database,3,Regular
58,English,4,Advanced
58,Python,4,Advanced
58,AI,3,Regular
58,Machine Learning,3,Regular
58,Large Language Model,3,Regular
58,Docker,3,Regular
58,CI/CD,3,Regular
58,Natural Language Processing,1,Nice To Have
59,English,Nan,B2
59,Python,4,Advanced
59,CI/CD,3,Regular
59,PyTorch,3,Regular
59,AI,3,Regular
59,Spark,3,Regular
59,Databases,3,Regular
59,TensorFlow,3,Regular
59,Airflow,1,Nice To Have
60,AI,4,Advanced
60,Python,4,Advanced
60,Machine Learning,2,Junior
61,Python,4,Advanced
61,Machine Learning,4,Advanced
61,Databricks,4,Advanced
61,Linux,4,Advanced
61,Git,4,Advanced
61,Docker,4,Advanced
61,Podman,4,Advanced
61,Azure DevOps,4,Advanced
61,PostgreSQL,4,Advanced
61,Airflow,4,Advanced
62,Java,4,Advanced
62,Python,4,Advanced
62,PHP,4,Advanced
62,Go,4,Advanced
62,Ruby on Rails,4,Advanced
62,C#,4,Advanced
62,C,4,Advanced
62,JavaScript,3,Regular
62,Big Data,3,Regular
62,Machine Learning,3,Regular
63,English,Nan,C1
63,Python,4,Advanced
63,Machine Learning,3,Regular
63,Azure,3,Regular
63,Databricks,3,Regular
63,SQL,3,Regular
63,MLOps,1,Nice To Have
64,GenAI,3,Regular
64,Large Language Models,3,Regular
64,video,3,Regular
64,AUDIO,3,Regular
64,image,3,Regular
64,Product Management,3,Regular
65,AI/ML,4,Advanced
65,AI,3,Regular
65,Docker,3,Regular
65,Software Development,1,Nice To Have
66,English,4,Advanced
66,TypeScript,3,Regular
66,HTML5 / CSS3,3,Regular
66,Node.js,3,Regular
