offer_id,skill_name,skill_level,skill_level_name
0,English,Nan,C1
0,GenAI,4,Advanced
0,LLM,4,Advanced
0,Node.js,4,Advanced
0,Angular,4,Advanced
0,Chatbots,4,Advanced
0,rag,4,Advanced
0,Agile,4,Advanced
0,Java,4,Advanced
0,Python,4,Advanced
0,MLOps,4,Advanced
1,Polish,Nan,C2
1,English,Nan,C1
1,Python,5,Master
1,Machine Learning,4,Advanced
1,CI/CD,4,Advanced
1,Pandas,4,Advanced
1,PyTorch,3,Regular
1,PySpark,3,Regular
1,TensorFlow,3,Regular
1,Snowflake,1,Nice To Have
1,Agile,1,Nice To Have
2,English,Nan,A1
2,CUDA,5,Master
2,C,5,Master
2,mining,3,Regular
2,inference llm optimising,3,Regular
3,English,Nan,B2
3,LLM,4,Advanced
3,Generative AI,4,Advanced
3,Cloud,1,Nice To Have
3,Scrum,1,Nice To Have
4,Machine Learning,4,Advanced
4,Team Management,4,Advanced
4,Project Management,4,Advanced
4,Python,4,Advanced
4,Generative AI,4,Advanced
4,Data Science,4,Advanced
4,Big Data,4,Advanced
5,Machine Learning,3,Regular
5,Python,3,Regular
5,TensorFlow,3,Regular
5,PyTorch,3,Regular
5,scikit-learn,3,Regular
5,Apache Spark,3,Regular
5,Hadoop,3,Regular
5,Amazon SageMaker,3,Regular
5,Google Cloud AI Platform,3,Regular
6,English,Nan,B2
6,Python,4,Advanced
6,CI/CD,3,Regular
6,PyTorch,3,Regular
6,AI,3,Regular
6,Spark,3,Regular
6,Databases,3,Regular
6,TensorFlow,3,Regular
6,Airflow,1,Nice To Have
7,English,Nan,B2
7,Python,4,Advanced
7,GenAI,3,Regular
7,Machine Learning,3,Regular
7,Spark,3,Regular
7,Azure,3,Regular
7,Databricks,3,Regular
8,AI,3,Regular
8,REST API,3,Regular
8,SQL,3,Regular
8,Docker,3,Regular
9,Polish,Nan,C1
9,English,Nan,C1
9,AI,4,Advanced
9,Scrum,4,Advanced
9,Azure,4,Advanced
9,GCP,4,Advanced
9,Agile,4,Advanced
9,UX/UI,4,Advanced
10,Machine Learning,4,Advanced
10,LLM,4,Advanced
10,Cloud,4,Advanced
10,AI,4,Advanced
10,Team Management,4,Advanced
10,Python,4,Advanced
10,Data Science,4,Advanced
10,Computer Vision,3,Regular
11,AI,1,Nice To Have
12,NLP,3,Regular
12,AI,3,Regular
12,Langchain,3,Regular
12,pydanticAI,3,Regular
13,Polish,Nan,C1
13,English,Nan,B2
13,Machine Learning,4,Advanced
13,AI,4,Advanced
14,French,Nan,B2
14,Spanish,Nan,B2
14,German,Nan,B2
14,NLP,4,Advanced
14,AI,4,Advanced
14,Data Science,4,Advanced
14,Azure,3,Regular
15,English,4,Advanced
15,Python,4,Advanced
15,AI,3,Regular
15,Machine Learning,3,Regular
15,Large Language Model,3,Regular
15,Docker,3,Regular
15,CI/CD,3,Regular
15,Natural Language Processing,1,Nice To Have
16,Python,5,Master
16,Azure,4,Advanced
16,Databricks,4,Advanced
16,MLOps,4,Advanced
16,DevOps,3,Regular
16,ML/AI,3,Regular
16,Spark,2,Junior
16,Scala,1,Nice To Have
17,AI,4,Advanced
18,English,Nan,B2
18,Power BI,2,Junior
18,Data,2,Junior
18,SQL,2,Junior
18,PostgreSQL,1,Nice To Have
18,AI,1,Nice To Have
18,BigQuery,1,Nice To Have
18,Google Cloud,1,Nice To Have
19,LLM,3,Regular
19,AI,3,Regular
19,RPA/IPaaS,1,Nice To Have
